"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"12","3","1","0","0","14","1.3","0.11","0","14","0","0"
"12","3","2","0","0","14","1.3","0.11","0","14","0","0"
"12","3","3","0","0","14","1.3","0.11","0","14","0","0"
"12","3","4","0","0","13","1.4","0.11","0","13","0","0"
"12","3","5","0","0","13","1.5","0.11","0","13","0","0"
"12","3","6","0","0","13","1.5","0.11","0","13","0","0"
"12","3","7","0","24","15","1.6","0.11","21.192","15.649","142.385","105.631"
"12","3","8","0","95","17","1.8","0.11","88.27","19.604","635.175","580.96"
"12","3","9","878","72","19","1.6","0.11","798.826","43.695","5595.541","5365.56"
"12","3","10","928","76","20","1","0.11","929.98","53.077","6220.529","5968.403"
"12","3","11","941","79","21","0.7","0.11","983.638","58.844","6396.991","6138.612"
"12","3","12","931","78","22","0.9","0.11","952.294","56.742","6261.432","6007.856"
"12","3","13","892","75","21","1.1","0.11","838.344","50.109","5706.196","5472.295"
"12","3","14","812","66","20","1.2","0.11","653.249","42.173","4627.134","4431.468"
"12","3","15","639","49","19","1.2","0.11","392.087","32.269","2838.175","2705.898"
"12","3","16","141","12","17","1","0.11","50.575","18.431","199.13","160.365"
"12","3","17","0","0","16","0.7","0.11","0","16","0","0"
"12","3","18","0","0","16","0.5","0.11","0","16","0","0"
"12","3","19","0","0","15","0.6","0.11","0","15","0","0"
"12","3","20","0","0","15","0.6","0.11","0","15","0","0"
"12","3","21","0","0","15","0.7","0.11","0","15","0","0"
"12","3","22","0","0","15","0.9","0.11","0","15","0","0"
"12","3","23","0","0","15","1","0.11","0","15","0","0"
"12","4","0","0","0","15","1.1","0.11","0","15","0","0"
"12","4","1","0","0","14","1.1","0.11","0","14","0","0"
"12","4","2","0","0","14","1.1","0.11","0","14","0","0"
"12","4","3","0","0","14","1","0.11","0","14","0","0"
"12","4","4","0","0","14","0.8","0.11","0","14","0","0"
"12","4","5","0","0","14","0.8","0.11","0","14","0","0"
"12","4","6","0","0","14","0.8","0.11","0","14","0","0"
"12","4","7","486","44","15","1.1","0.11","281.676","24.678","2012.849","1909.817"
"12","4","8","1","113","17","1.2","0.11","108.72","20.672","785.511","725.969"
"12","4","9","811","81","19","1","0.11","755.678","45.916","5245","5027.441"
"12","4","10","204","245","20","0.5","0.11","458.033","38.602","3207.819","3062.445"
"12","4","11","891","85","21","0.5","0.11","943.772","59.419","6125.679","5876.913"
"12","4","12","877","85","22","0.8","0.11","920.484","56.476","6059.91","5813.475"
"12","4","13","838","80","21","0.9","0.11","807.617","50.499","5487.347","5261.2"
"12","4","14","753","70","20","1","0.11","618.028","42.04","4377.308","4190.494"
"12","4","15","575","52","19","1.3","0.11","367.927","31.156","2670.311","2543.983"
"12","4","16","71","11","17","1.3","0.11","30.119","17.799","118.04","82.149"
"12","4","17","0","0","16","0.9","0.11","0","16","0","0"
"12","4","18","0","0","16","0.6","0.11","0","16","0","0"
"12","4","19","0","0","16","0.6","0.11","0","16","0","0"
"12","4","20","0","0","16","0.5","0.11","0","16","0","0"
"12","4","21","0","0","16","0.5","0.11","0","16","0","0"
"12","4","22","0","0","16","0.5","0.11","0","16","0","0"
"12","4","23","0","0","15","0.5","0.11","0","15","0","0"
"12","5","0","0","0","15","0.5","0.11","0","15","0","0"
"12","5","1","0","0","15","0.6","0.11","0","15","0","0"
"12","5","2","0","0","15","0.5","0.11","0","15","0","0"
"12","5","3","0","0","15","0.4","0.11","0","15","0","0"
"12","5","4","0","0","15","0.4","0.11","0","15","0","0"
"12","5","5","0","0","15","0.4","0.11","0","15","0","0"
"12","5","6","0","0","15","0.4","0.11","0","15","0","0"
"12","5","7","224","54","16","0.6","0.11","177.05","22.94","1254.633","1178.468"
"12","5","8","503","92","18","0.9","0.11","446.638","34.336","3245.201","3098.502"
"12","5","9","305","183","19","1.2","0.11","459.123","34.533","3299.644","3151.016"
"12","5","10","794","106","20","1.7","0.11","853.51","45.771","5885.598","5645.339"
"12","5","11","812","110","20","2.1","0.11","909.069","45.254","6262.167","6008.565"
"12","5","12","801","109","20","2.3","0.11","879.883","43.519","6114.121","5865.765"
"12","5","13","770","99","20","2.2","0.11","778.775","41.248","5493.285","5266.928"
"12","5","14","342","135","19","1.8","0.11","397.527","30.767","2911.202","2776.338"
"12","5","15","168","79","18","1.3","0.11","184.24","24.077","1340.05","1260.859"
"12","5","16","0","9","17","0.9","0.11","8.274","17.253","33.153","0.27"
"12","5","17","0","0","17","0.5","0.11","0","17","0","0"
"12","5","18","0","0","16","0.2","0.11","0","16","0","0"
"12","5","19","0","0","16","0.1","0.11","0","16","0","0"
"12","5","20","0","0","16","0.2","0.11","0","16","0","0"
"12","5","21","0","0","15","0.2","0.11","0","15","0","0"
"12","5","22","0","0","15","0.4","0.11","0","15","0","0"
"12","5","23","0","0","15","0.9","0.11","0","15","0","0"
"12","6","0","0","0","15","1.2","0.11","0","15","0","0"
"12","6","1","0","0","15","1.2","0.11","0","15","0","0"
"12","6","2","0","0","14","1.1","0.11","0","14","0","0"
"12","6","3","0","0","14","1.1","0.11","0","14","0","0"
"12","6","4","0","0","14","1.2","0.11","0","14","0","0"
"12","6","5","0","0","14","1.2","0.11","0","14","0","0"
"12","6","6","0","0","14","1","0.11","0","14","0","0"
"12","6","7","422","48","15","1","0.11","256.24","24.018","1824.593","1728.232"
"12","6","8","662","78","17","1.4","0.11","530.358","34.172","3872.372","3703.45"
"12","6","9","773","95","18","1.9","0.11","744.239","39.578","5298.606","5079.147"
"12","6","10","879","86","19","2.3","0.11","904.209","43.183","6303.077","6048.025"
"12","6","11","897","88","20","2.5","0.11","951.668","44.502","6578.511","6313.7"
"12","6","12","887","87","20","2.8","0.11","931.513","42.736","6494.397","6232.566"
"12","6","13","817","89","19","2.9","0.11","801.412","38.249","5723.8","5489.274"
"12","6","14","725","78","18","2.9","0.11","612.9","32.746","4502.734","4311.476"
"12","6","15","536","57","17","2.1","0.11","355.408","26.879","2621.246","2496.657"
"12","6","16","58","11","15","1","0.11","26.619","15.763","105.551","70.103"
"12","6","17","0","0","14","0.5","0.11","0","14","0","0"
"12","6","18","0","0","14","0.8","0.11","0","14","0","0"
"12","6","19","0","0","13","1.3","0.11","0","13","0","0"
"12","6","20","0","0","13","1.5","0.11","0","13","0","0"
"12","6","21","0","0","13","1.5","0.11","0","13","0","0"
"12","6","22","0","0","13","1.4","0.11","0","13","0","0"
"12","6","23","0","0","13","1.2","0.11","0","13","0","0"
"12","7","0","0","0","14","1","0.11","0","14","0","0"
"12","7","1","0","0","14","0.8","0.11","0","14","0","0"
"12","7","2","0","0","14","0.7","0.11","0","14","0","0"
"12","7","3","0","0","14","0.7","0.11","0","14","0","0"
"12","7","4","0","0","15","0.7","0.11","0","15","0","0"
"12","7","5","0","0","15","0.6","0.11","0","15","0","0"
"12","7","6","0","0","15","0.8","0.11","0","15","0","0"
"12","7","7","160","54","15","1.4","0.11","140.705","19.495","999.749","932.616"
"12","7","8","0","32","16","2","0.11","28.277","16.8","196.043","157.388"
"12","7","9","134","196","16","2.5","0.11","326.614","24.4","2415.034","2297.751"
"12","7","10","55","228","16","2.9","0.11","289.079","22.907","2122.104","2015.201"
"12","7","11","1","172","17","3.2","0.11","162.036","20.676","1170.68","1097.49"
"12","7","12","75","244","17","3.4","0.11","326.668","24.189","2392.515","2276.03"
"12","7","13","14","177","17","3.3","0.11","181.295","21.055","1323.274","1244.677"
"12","7","14","0","91","16","3.1","0.11","82.918","17.919","598.664","545.742"
"12","7","15","543","53","15","2.8","0.11","355.132","23.669","2653.357","2527.629"
"12","7","16","0","14","15","2.2","0.11","12.871","15.294","53.265","19.669"
"12","7","17","0","0","15","2.2","0.11","0","15","0","0"
"12","7","18","0","0","15","2.5","0.11","0","15","0","0"
"12","7","19","0","0","15","2.7","0.11","0","15","0","0"
"12","7","20","0","0","15","3","0.11","0","15","0","0"
"12","7","21","0","0","15","3.3","0.11","0","15","0","0"
"12","7","22","0","0","14","3.3","0.11","0","14","0","0"
"12","7","23","0","0","14","3.2","0.11","0","14","0","0"
"12","8","0","0","0","14","3","0.11","0","14","0","0"
"12","8","1","0","0","14","2.9","0.11","0","14","0","0"
"12","8","2","0","0","14","2.9","0.11","0","14","0","0"
"12","8","3","0","0","14","2.9","0.11","0","14","0","0"
"12","8","4","0","0","14","2.8","0.11","0","14","0","0"
"12","8","5","0","0","13","2.7","0.11","0","13","0","0"
"12","8","6","0","0","13","2.8","0.11","0","13","0","0"
"12","8","7","443","46","14","2.9","0.11","261.571","20.205","1884.322","1785.844"
"12","8","8","725","68","14","2.7","0.11","551.84","27.753","4136.474","3958.194"
"12","8","9","854","75","15","2.1","0.11","777.154","36.646","5603.92","5373.642"
"12","8","10","924","75","16","1.7","0.11","919.743","43.785","6399.686","6141.211"
"12","8","11","940","77","17","1.5","0.11","976.584","47.81","6660.77","6393.044"
"12","8","12","931","76","18","1.4","0.11","948.375","48.619","6457.607","6197.08"
"12","8","13","886","75","18","1.4","0.11","841.828","45.211","5847.968","5609.042"
"12","8","14","806","66","18","1.5","0.11","651.967","38.635","4684.91","4487.197"
"12","8","15","636","49","16","1.6","0.11","394.319","28.173","2904.643","2770.012"
"12","8","16","141","13","14","1.6","0.11","52.492","15.295","211.712","172.502"
"12","8","17","0","0","13","1.5","0.11","0","13","0","0"
"12","8","18","0","0","13","1.3","0.11","0","13","0","0"
"12","8","19","0","0","13","1.3","0.11","0","13","0","0"
"12","8","20","0","0","13","1.4","0.11","0","13","0","0"
"12","8","21","0","0","13","1.6","0.11","0","13","0","0"
"12","8","22","0","0","12","1.8","0.11","0","12","0","0"
"12","8","23","0","0","12","2","0.11","0","12","0","0"
"12","9","0","0","0","12","2.3","0.11","0","12","0","0"
"12","9","1","0","0","11","2.5","0.11","0","11","0","0"
"12","9","2","0","0","11","2.6","0.11","0","11","0","0"
"12","9","3","0","0","11","2.7","0.11","0","11","0","0"
"12","9","4","0","0","11","2.6","0.11","0","11","0","0"
"12","9","5","0","0","11","2.6","0.11","0","11","0","0"
"12","9","6","0","0","11","2.8","0.11","0","11","0","0"
"12","9","7","544","37","13","3.7","0.11","290.152","19.049","2099.848","1993.734"
"12","9","8","779","57","15","4.4","0.11","571.697","25.95","4318.886","4134.142"
"12","9","9","883","67","17","4.1","0.11","781.646","32.59","5729.736","5495"
"12","9","10","935","72","18","3.3","0.11","924.653","38.774","6565.431","6301.083"
"12","9","11","954","74","19","2.6","0.11","985.147","43.912","6827.498","6553.864"
"12","9","12","947","74","19","1.8","0.11","960.204","47.386","6571.221","6306.668"
"12","9","13","912","70","19","1.1","0.11","849.73","48.509","5825.044","5586.931"
"12","9","14","834","63","18","0.9","0.11","668.296","42.458","4730.022","4530.71"
"12","9","15","664","48","16","1.1","0.11","408.247","30.164","2987.318","2849.757"
"12","9","16","173","13","14","1.3","0.11","61.953","15.633","250.638","210.049"
"12","9","17","0","0","14","1.3","0.11","0","14","0","0"
"12","9","18","0","0","13","1.3","0.11","0","13","0","0"
"12","9","19","0","0","13","1.3","0.11","0","13","0","0"
"12","9","20","0","0","13","1.3","0.11","0","13","0","0"
"12","9","21","0","0","12","1.3","0.11","0","12","0","0"
"12","9","22","0","0","12","1.3","0.11","0","12","0","0"
"12","9","23","0","0","12","1.4","0.11","0","12","0","0"
"12","10","0","0","0","12","1.8","0.11","0","12","0","0"
"12","10","1","0","0","12","1.9","0.11","0","12","0","0"
"12","10","2","0","0","11","1.6","0.11","0","11","0","0"
"12","10","3","0","0","11","1.5","0.11","0","11","0","0"
"12","10","4","0","0","11","1.5","0.11","0","11","0","0"
"12","10","5","0","0","12","1.5","0.11","0","12","0","0"
"12","10","6","0","0","12","1.7","0.11","0","12","0","0"
"12","10","7","0","25","13","2","0.11","22.086","13.62","148.714","111.736"
"12","10","8","697","67","13","2.1","0.11","534.512","27.906","4002.136","3828.616"
"12","10","9","0","104","14","2.1","0.11","94.556","16.619","687.039","630.986"
"12","10","10","351","216","15","2.4","0.11","568.497","29.892","4151.737","3972.916"
"12","10","11","16","208","16","3","0.11","214.341","21.029","1563.797","1476.677"
"12","10","12","897","77","17","3.5","0.11","918.516","36.987","6558.653","6294.546"
"12","10","13","864","72","16","3.7","0.11","812.95","33.178","5928.092","5686.327"
"12","10","14","0","113","15","3.8","0.11","105.997","17.198","775.061","715.889"
"12","10","15","611","49","14","3.5","0.11","386.994","22.423","2914.86","2779.866"
"12","10","16","151","13","13","2.8","0.11","55.83","14.09","227.295","187.532"
"12","10","17","0","0","13","2.6","0.11","0","13","0","0"
"12","10","18","0","0","13","2.6","0.11","0","13","0","0"
"12","10","19","0","0","13","2.5","0.11","0","13","0","0"
"12","10","20","0","0","13","2.3","0.11","0","13","0","0"
"12","10","21","0","0","12","2.1","0.11","0","12","0","0"
"12","10","22","0","0","12","1.9","0.11","0","12","0","0"
"12","10","23","0","0","13","1.8","0.11","0","13","0","0"
"12","11","0","0","0","13","1.9","0.11","0","13","0","0"
"12","11","1","0","0","13","2.2","0.11","0","13","0","0"
"12","11","2","0","0","13","2.7","0.11","0","13","0","0"
"12","11","3","0","0","13","3","0.11","0","13","0","0"
"12","11","4","0","0","13","3","0.11","0","13","0","0"
"12","11","5","0","0","13","3","0.11","0","13","0","0"
"12","11","6","0","0","13","3.3","0.11","0","13","0","0"
"12","11","7","407","44","13","3.7","0.11","241.742","18.035","1741.858","1648.429"
"12","11","8","444","95","13","4.1","0.11","404.157","21.063","3084.713","2943.7"
"12","11","9","797","78","14","4.4","0.11","732.771","28.016","5465.288","5239.923"
"12","11","10","8","181","15","4.8","0.11","179.171","18.228","1316.944","1238.571"
"12","11","11","93","255","15","5.4","0.11","357.636","20.983","2657.063","2531.204"
"12","11","12","61","237","15","6.1","0.11","305.923","19.721","2275.063","2162.74"
"12","11","13","208","211","15","6.9","0.11","410.614","20.839","3092.466","2951.179"
"12","11","14","0","75","14","7.2","0.11","66.918","14.923","484.986","436.093"
"12","11","15","28","78","13","6.8","0.11","96.803","14.388","711.152","654.245"
"12","11","16","53","14","13","6.1","0.11","28.355","13.357","115.691","79.883"
"12","11","17","0","0","13","5.7","0.11","0","13","0","0"
"12","11","18","0","0","12","5","0.11","0","12","0","0"
"12","11","19","0","0","12","4","0.11","0","12","0","0"
"12","11","20","0","0","11","3.4","0.11","0","11","0","0"
"12","11","21","0","0","11","3.2","0.11","0","11","0","0"
"12","11","22","0","0","11","3.1","0.11","0","11","0","0"
"12","11","23","0","0","10","2.9","0.11","0","10","0","0"
"12","12","0","0","0","10","2.8","0.11","0","10","0","0"
"12","12","1","0","0","10","2.7","0.11","0","10","0","0"
"12","12","2","0","0","10","2.5","0.11","0","10","0","0"
"12","12","3","0","0","10","2","0.11","0","10","0","0"
"12","12","4","0","0","10","1.4","0.11","0","10","0","0"
"12","12","5","0","0","11","0.8","0.11","0","11","0","0"
"12","12","6","0","0","11","0.6","0.11","0","11","0","0"
"12","12","7","535","35","12","1","0.11","281.178","21.861","1998.328","1895.81"
"12","12","8","765","57","13","1","0.11","559.025","32.944","4109.516","3932.191"
"12","12","9","862","68","15","0.5","0.11","769.749","46.414","5340.213","5119.28"
"12","12","10","902","77","16","0.7","0.11","899.031","50.621","6085.661","5838.313"
"12","12","11","497","199","17","1.5","0.11","716.281","39.565","5039.157","4828.891"
"12","12","12","531","180","17","2.4","0.11","715.48","35.751","5119.747","4906.625"
"12","12","13","548","147","17","3","0.11","646.403","32.252","4714.545","4515.781"
"12","12","14","397","126","16","3","0.11","440.559","26.409","3290.737","3142.424"
"12","12","15","521","52","15","2.2","0.11","346.562","24.451","2584.217","2460.939"
"12","12","16","0","15","13","1.4","0.11","13.79","13.373","57.811","24.054"
"12","12","17","0","0","13","1.2","0.11","0","13","0","0"
"12","12","18","0","0","13","1","0.11","0","13","0","0"
"12","12","19","0","0","13","0.7","0.11","0","13","0","0"
"12","12","20","0","0","13","0.3","0.11","0","13","0","0"
"12","12","21","0","0","13","0.2","0.11","0","13","0","0"
"12","12","22","0","0","12","0.2","0.11","0","12","0","0"
"12","12","23","0","0","12","0.1","0.11","0","12","0","0"
"12","13","0","0","0","12","0.2","0.11","0","12","0","0"
"12","13","1","0","0","12","0.5","0.11","0","12","0","0"
"12","13","2","0","0","12","0.7","0.11","0","12","0","0"
"12","13","3","0","0","11","0.8","0.11","0","11","0","0"
"12","13","4","0","0","11","1.1","0.11","0","11","0","0"
"12","13","5","0","0","11","1.2","0.11","0","11","0","0"
"12","13","6","0","0","11","1.2","0.11","0","11","0","0"
"12","13","7","308","43","13","1.3","0.11","196.113","19.39","1391.614","1310.595"
"12","13","8","174","121","14","1.3","0.11","245.609","22.122","1834.273","1737.569"
"12","13","9","132","190","16","1.1","0.11","317.71","27.004","2325.618","2211.503"
"12","13","10","483","183","17","1.2","0.11","661.262","39.358","4668.678","4471.54"
"12","13","11","451","210","18","1.5","0.11","686.104","39.61","4822.393","4619.808"
"12","13","12","505","189","18","1.8","0.11","702.419","38.736","4964.933","4757.298"
"12","13","13","839","79","18","2","0.11","809.862","40.998","5724.002","5489.469"
"12","13","14","765","68","17","2","0.11","629.745","34.914","4591.017","4396.63"
"12","13","15","604","50","16","1.6","0.11","387.269","27.96","2858.376","2725.384"
"12","13","16","192","13","14","1.2","0.11","68.665","15.858","279.886","238.26"
"12","13","17","0","0","14","0.9","0.11","0","14","0","0"
"12","13","18","0","0","13","0.4","0.11","0","13","0","0"
"12","13","19","0","0","13","0.2","0.11","0","13","0","0"
"12","13","20","0","0","13","0.1","0.11","0","13","0","0"
"12","13","21","0","0","13","0.3","0.11","0","13","0","0"
"12","13","22","0","0","13","0.6","0.11","0","13","0","0"
"12","13","23","0","0","12","0.7","0.11","0","12","0","0"
"12","14","0","0","0","12","0.6","0.11","0","12","0","0"
"12","14","1","0","0","12","0.6","0.11","0","12","0","0"
"12","14","2","0","0","11","0.9","0.11","0","11","0","0"
"12","14","3","0","0","11","1.4","0.11","0","11","0","0"
"12","14","4","0","0","11","1.6","0.11","0","11","0","0"
"12","14","5","0","0","11","1.4","0.11","0","11","0","0"
"12","14","6","0","0","11","1.1","0.11","0","11","0","0"
"12","14","7","491","37","12","1.6","0.11","267.095","20.12","1900.734","1801.675"
"12","14","8","6","108","13","3.1","0.11","107.891","15.498","796.54","736.607"
"12","14","9","48","178","14","4.2","0.11","224.449","18.395","1676.766","1585.643"
"12","14","10","168","237","15","4.4","0.11","416.282","22.925","3097.021","2955.573"
"12","14","11","923","74","15","4","0.11","953.925","34.258","6875.452","6600.119"
"12","14","12","917","71","16","3.7","0.11","928.999","35.608","6670.822","6402.74"
"12","14","13","130","213","15","3.9","0.11","349.056","22.135","2600.831","2476.965"
"12","14","14","127","155","14","4.1","0.11","264.567","19.265","1994.6","1892.215"
"12","14","15","87","81","13","3.6","0.11","139.016","15.972","1033.137","964.82"
"12","14","16","0","19","13","2.7","0.11","17.467","13.364","74.066","39.733"
"12","14","17","0","0","13","2.5","0.11","0","13","0","0"
"12","14","18","0","0","13","2.5","0.11","0","13","0","0"
"12","14","19","0","0","13","2.3","0.11","0","13","0","0"
"12","14","20","0","0","13","2","0.11","0","13","0","0"
"12","14","21","0","0","12","1.8","0.11","0","12","0","0"
"12","14","22","0","0","12","1.7","0.11","0","12","0","0"
"12","14","23","0","0","11","1.5","0.11","0","11","0","0"
"12","15","0","0","0","11","1.3","0.11","0","11","0","0"
"12","15","1","0","0","10","1.4","0.11","0","10","0","0"
"12","15","2","0","0","10","1.7","0.11","0","10","0","0"
"12","15","3","0","0","9","1.8","0.11","0","9","0","0"
"12","15","4","0","0","9","1.9","0.11","0","9","0","0"
"12","15","5","0","0","9","2.4","0.11","0","9","0","0"
"12","15","6","0","0","9","3.2","0.11","0","9","0","0"
"12","15","7","578","32","11","4.3","0.11","292.874","16.579","2111.386","2004.862"
"12","15","8","800","53","13","5.6","0.11","571.801","22.414","4378.099","4191.257"
"12","15","9","896","64","14","6.7","0.11","780.585","25.373","5885.94","5645.67"
"12","15","10","942","70","15","7.3","0.11","922.733","27.636","6844.605","6570.365"
"12","15","11","957","73","16","7.7","0.11","983.671","28.954","7232.086","6666.667"
"12","15","12","945","74","16","7.6","0.11","958.304","28.743","7061.253","6666.667"
"12","15","13","892","75","16","7.1","0.11","842.192","27.771","6267.64","6013.844"
"12","15","14","809","68","16","6.5","0.11","661.961","25.856","4998.657","4789.826"
"12","15","15","638","51","15","5.5","0.11","407.742","21.776","3088.343","2947.203"
"12","15","16","164","15","13","4.6","0.11","62.783","13.937","259.193","218.3"
"12","15","17","0","0","12","4.4","0.11","0","12","0","0"
"12","15","18","0","0","12","4.6","0.11","0","12","0","0"
"12","15","19","0","0","11","4.8","0.11","0","11","0","0"
"12","15","20","0","0","11","5.1","0.11","0","11","0","0"
"12","15","21","0","0","11","5.5","0.11","0","11","0","0"
"12","15","22","0","0","11","5.9","0.11","0","11","0","0"
"12","15","23","0","0","11","6.2","0.11","0","11","0","0"
"12","16","0","0","0","10","6.4","0.11","0","10","0","0"
"12","16","1","0","0","10","6.4","0.11","0","10","0","0"
"12","16","2","0","0","10","6.4","0.11","0","10","0","0"
"12","16","3","0","0","10","6.3","0.11","0","10","0","0"
"12","16","4","0","0","10","6.3","0.11","0","10","0","0"
"12","16","5","0","0","10","6.5","0.11","0","10","0","0"
"12","16","6","0","0","10","6.9","0.11","0","10","0","0"
"12","16","7","569","33","12","7.5","0.11","288.958","15.815","2083.677","1978.136"
"12","16","8","806","52","14","8.3","0.11","572.923","21.167","4407.296","4219.419"
"12","16","9","904","63","15","8.5","0.11","784.308","24.629","5931.067","5689.197"
"12","16","10","946","70","16","7.9","0.11","925.427","27.972","6856.157","6581.507"
"12","16","11","958","74","17","7.2","0.11","985.508","30.619","7199.86","6666.667"
"12","16","12","947","75","17","6.5","0.11","961.522","31.276","7016.599","6666.667"
"12","16","13","919","70","18","5.8","0.11","858.84","31.789","6294.316","6039.575"
"12","16","14","841","63","17","5.1","0.11","679.104","28.872","5071.096","4859.698"
"12","16","15","674","49","16","4.3","0.11","421.289","24.163","3166.838","3022.916"
"12","16","16","204","15","14","3.8","0.11","75.078","15.252","309.841","267.153"
"12","16","17","0","0","13","4","0.11","0","13","0","0"
"12","16","18","0","0","12","4.4","0.11","0","12","0","0"
"12","16","19","0","0","12","4.7","0.11","0","12","0","0"
"12","16","20","0","0","12","4.9","0.11","0","12","0","0"
"12","16","21","0","0","12","4.9","0.11","0","12","0","0"
"12","16","22","0","0","12","4.8","0.11","0","12","0","0"
"12","16","23","0","0","12","4.9","0.11","0","12","0","0"
"12","17","0","0","0","12","5","0.11","0","12","0","0"
"12","17","1","0","0","12","5","0.11","0","12","0","0"
"12","17","2","0","0","12","5","0.11","0","12","0","0"
"12","17","3","0","0","12","5.1","0.11","0","12","0","0"
"12","17","4","0","0","12","5.3","0.11","0","12","0","0"
"12","17","5","0","0","12","5.5","0.11","0","12","0","0"
"12","17","6","0","0","12","5.6","0.11","0","12","0","0"
"12","17","7","542","35","13","5.8","0.11","278.431","17.388","1989.481","1887.277"
"12","17","8","788","56","15","5.8","0.11","565.453","24.096","4300.935","4116.828"
"12","17","9","891","67","17","5.4","0.11","778.306","30.107","5765.066","5529.078"
"12","17","10","945","72","18","4.7","0.11","926.322","35.002","6680.417","6411.995"
"12","17","11","960","75","19","3.7","0.11","988.307","39.855","6965.034","6666.667"
"12","17","12","950","75","20","3","0.11","964.421","42.754","6727.29","6457.207"
"12","17","13","531","152","20","2.4","0.11","640.11","36.799","4584.292","4390.143"
"12","17","14","469","115","19","1.6","0.11","480.156","33.847","3492.58","3337.116"
"12","17","15","298","73","17","0.9","0.11","256.717","26.366","1882.008","1783.613"
"12","17","16","0","16","15","0.9","0.11","14.709","15.45","61.228","27.35"
"12","17","17","0","0","14","1.2","0.11","0","14","0","0"
"12","17","18","0","0","14","1.4","0.11","0","14","0","0"
"12","17","19","0","0","14","1.6","0.11","0","14","0","0"
"12","17","20","0","0","13","1.7","0.11","0","13","0","0"
"12","17","21","0","0","13","1.8","0.11","0","13","0","0"
"12","17","22","0","0","14","1.8","0.11","0","14","0","0"
"12","17","23","0","0","14","1.7","0.11","0","14","0","0"
"12","18","0","0","0","14","1.6","0.11","0","14","0","0"
"12","18","1","0","0","14","1.5","0.11","0","14","0","0"
"12","18","2","0","0","14","1.5","0.11","0","14","0","0"
"12","18","3","0","0","14","1.5","0.11","0","14","0","0"
"12","18","4","0","0","14","1.7","0.11","0","14","0","0"
"12","18","5","0","0","14","1.9","0.11","0","14","0","0"
"12","18","6","0","0","14","2.1","0.11","0","14","0","0"
"12","18","7","499","34","15","2.5","0.11","258.913","21.551","1812.727","1716.786"
"12","18","8","491","83","17","3","0.11","418.042","26.885","3124.212","2981.8"
"12","18","9","112","185","18","3.3","0.11","295.934","24.636","2181.931","2072.908"
"12","18","10","914","71","19","3","0.11","897.19","40.179","6342.82","6086.36"
"12","18","11","935","73","20","2.5","0.11","962.428","44.788","6652.92","6385.472"
"12","18","12","931","72","21","2.2","0.11","943.588","46.727","6479.062","6217.774"
"12","18","13","903","67","22","1.8","0.11","843.03","46.955","5817.5","5579.654"
"12","18","14","830","60","21","1.1","0.11","669.715","44.296","4704.51","4506.102"
"12","18","15","671","46","18","0.5","0.11","418.689","35.077","3017.876","2879.233"
"12","18","16","0","22","16","0.5","0.11","20.225","16.691","84.989","50.269"
"12","18","17","0","0","15","1","0.11","0","15","0","0"
"12","18","18","0","0","14","1.4","0.11","0","14","0","0"
"12","18","19","0","0","14","1.5","0.11","0","14","0","0"
"12","18","20","0","0","14","1.5","0.11","0","14","0","0"
"12","18","21","0","0","14","1.4","0.11","0","14","0","0"
"12","18","22","0","0","14","1.2","0.11","0","14","0","0"
"12","18","23","0","0","14","1.2","0.11","0","14","0","0"
"12","19","0","0","0","14","1.2","0.11","0","14","0","0"
"12","19","1","0","0","14","1.2","0.11","0","14","0","0"
"12","19","2","0","0","14","1.4","0.11","0","14","0","0"
"12","19","3","0","0","14","1.6","0.11","0","14","0","0"
"12","19","4","0","0","14","1.7","0.11","0","14","0","0"
"12","19","5","0","0","14","1.8","0.11","0","14","0","0"
"12","19","6","0","0","14","1.8","0.11","0","14","0","0"
"12","19","7","37","44","16","1.5","0.11","62.669","17.947","425.654","378.863"
"12","19","8","413","93","17","1.4","0.11","377.385","29.209","2785.862","2655.44"
"12","19","9","272","175","18","1.6","0.11","419.819","30.955","3058.722","2918.631"
"12","19","10","417","196","19","1.6","0.11","615.953","37.988","4368.12","4181.632"
"12","19","11","718","125","19","1.6","0.11","840.393","44.918","5802.846","5565.519"
"12","19","12","438","206","19","1.6","0.11","661.768","39.39","4659.69","4462.87"
"12","19","13","430","175","20","1.6","0.11","583.709","38.009","4150.131","3971.367"
"12","19","14","447","123","19","1.4","0.11","475.442","34.376","3448.365","3294.467"
"12","19","15","59","83","17","1.4","0.11","119.182","20.839","863.334","801.034"
"12","19","16","0","11","15","1.4","0.11","10.113","15.274","41.357","8.183"
"12","19","17","0","0","15","1.1","0.11","0","15","0","0"
"12","19","18","0","0","15","0.6","0.11","0","15","0","0"
"12","19","19","0","0","15","0.6","0.11","0","15","0","0"
"12","19","20","0","0","15","0.8","0.11","0","15","0","0"
"12","19","21","0","0","14","0.8","0.11","0","14","0","0"
"12","19","22","0","0","14","0.8","0.11","0","14","0","0"
"12","19","23","0","0","13","0.9","0.11","0","13","0","0"
"12","20","0","0","0","13","1","0.11","0","13","0","0"
"12","20","1","0","0","13","1","0.11","0","13","0","0"
"12","20","2","0","0","13","0.9","0.11","0","13","0","0"
